[10:12:41] 📍 Loaded 754 district venues
[10:12:53] ✅ 3145 → AUTH OK
[10:12:53] ✅ 7826 → AUTH OK
[10:12:53] ✅ 28235 → AUTH OK
[10:12:53] ✅ 1030383 → AUTH OK
[10:12:53] ✅ 7753 → AUTH OK
[10:12:53] ✅ 1074202 → AUTH OK
[10:12:53] ✅ 1013210 → AUTH OK
[10:12:53] ✅ 1055922 → AUTH OK
[10:12:53] ✅ 19110 → AUTH OK
[10:12:53] ✅ 4163 → AUTH OK
[10:12:53] ✅ 7312 → AUTH OK
[10:12:53] ✅ 28863 → AUTH OK
[10:12:53] ✅ 4340 → AUTH OK
[10:12:53] ✅ 1041465 → AUTH OK
[10:12:53] ✅ 7814 → AUTH OK
[10:12:53] ✅ 58822 → AUTH OK
[10:12:53] ✅ 1019687 → AUTH OK
[10:12:53] ✅ 5080 → AUTH OK
[10:12:53] ✅ 4255 → AUTH OK
[10:12:53] ✅ 1050768 → AUTH OK
[10:12:53] ✅ 4904 → AUTH OK
[10:12:53] ✅ 27432 → AUTH OK
[10:12:53] ✅ 4379 → AUTH OK
[10:12:53] ✅ 9150 → AUTH OK
[10:12:53] ✅ 9044 → AUTH OK
[10:12:53] ✅ 1028118 → AUTH OK
[10:12:53] ✅ 7856 → AUTH OK
[10:12:53] ✅ 1088778 → AUTH OK
[10:12:53] ✅ 7260 → AUTH OK
[10:12:53] ✅ 9131 → AUTH OK
[10:12:53] ✅ 6096 → AUTH OK
[10:12:53] ✅ 4425 → AUTH OK
[10:12:53] ✅ 1041566 → AUTH OK
[10:12:53] ✅ 1020350 → AUTH OK
[10:12:53] ✅ 1042822 → AUTH OK
[10:12:54] ✅ 5105 → AUTH OK
[10:12:54] ✅ 30441 → AUTH OK
[10:12:54] ✅ 1041211 → AUTH OK
[10:12:54] ✅ 7627 → AUTH OK
[10:12:54] ✅ 1014297 → AUTH OK
[10:12:54] ✅ 1398 → AUTH OK
[10:12:54] ✅ 1039748 → AUTH OK
[10:12:54] ✅ 1026095 → AUTH OK
[10:12:54] ✅ 19289 → AUTH OK
[10:12:54] ✅ 1031639 → AUTH OK
[10:12:54] ✅ 1054202 → AUTH OK
[10:12:54] ✅ 1041691 → AUTH OK
[10:12:54] ✅ 1033524 → AUTH OK
[10:12:54] ✅ 9176 → AUTH OK
[10:12:54] ✅ 19294 → AUTH OK
[10:12:54] ✅ 1009967 → AUTH OK
[10:12:54] ✅ 1041495 → AUTH OK
[10:12:54] ✅ 10268 → AUTH OK
[10:12:54] ✅ 26729 → AUTH OK
[10:12:54] ✅ 6079 → AUTH OK
[10:12:54] ✅ 43960 → AUTH OK
[10:12:54] ✅ 1031640 → AUTH OK
[10:12:54] ✅ 1013662 → AUTH OK
[10:12:54] ✅ 1055117 → AUTH OK
[10:12:54] ✅ 29510 → AUTH OK
[10:12:54] ✅ 54684 → AUTH OK
[10:12:54] ✅ 9497 → AUTH OK
[10:12:54] ✅ 984 → AUTH OK
[10:12:54] ✅ 1066216 → AUTH OK
[10:12:54] ✅ 32811 → AUTH OK
[10:12:54] ✅ 482 → AUTH OK
[10:12:54] ✅ 24522 → AUTH OK
[10:12:54] ✅ 1041729 → AUTH OK
[10:12:54] ✅ 33645 → AUTH OK
[10:12:54] ✅ 7308 → AUTH OK
[10:12:54] ✅ 12947 → AUTH OK
[10:12:54] ✅ 1041684 → AUTH OK
[10:12:54] ✅ 9780 → AUTH OK
[10:12:54] ✅ 9291 → AUTH OK
[10:12:54] ✅ 1018796 → AUTH OK
[10:12:54] ✅ 4714 → AUTH OK
[10:12:54] ✅ 9653 → AUTH OK
[10:12:54] ✅ 1039923 → AUTH OK
[10:12:54] ✅ 1008441 → AUTH OK
[10:12:54] ✅ 9527 → AUTH OK
[10:12:54] ✅ 1065452 → AUTH OK
[10:12:55] ✅ 476 → AUTH OK
[10:12:55] ✅ 15614 → AUTH OK
[10:12:55] ✅ 5103 → AUTH OK
[10:12:55] ✅ 4881 → AUTH OK
[10:12:55] ✅ 1089364 → AUTH OK
[10:12:55] ✅ 1078620 → AUTH OK
[10:12:55] ✅ 1030384 → AUTH OK
[10:12:55] ✅ 22884 → AUTH OK
[10:12:55] ✅ 1056146 → AUTH OK
[10:12:55] ✅ 1075662 → AUTH OK
[10:12:55] ✅ 24767 → AUTH OK
[10:12:55] ✅ 1041782 → AUTH OK
[10:12:55] ✅ 14703 → AUTH OK
[10:12:55] ✅ 1054735 → AUTH OK
[10:12:55] ✅ 1039863 → AUTH OK
[10:12:55] ✅ 1004633 → AUTH OK
[10:12:55] ✅ 1049289 → AUTH OK
[10:12:55] ✅ 6035 → AUTH OK
[10:12:55] ✅ 25008 → AUTH OK
[10:12:55] ✅ 1054736 → AUTH OK
[10:12:55] ✅ 62907 → AUTH OK
[10:12:55] ✅ 1041567 → AUTH OK
[10:12:55] ✅ 52682 → AUTH OK
[10:12:55] ✅ 1035939 → AUTH OK
[10:12:55] ✅ 3976 → AUTH OK
[10:12:55] ✅ 1092992 → AUTH OK
[10:12:55] ✅ 26294 → AUTH OK
[10:12:55] ✅ 3906 → AUTH OK
[10:12:55] ✅ 1019544 → AUTH OK
[10:12:55] ✅ 31792 → AUTH OK
[10:12:55] ✅ 1054730 → AUTH OK
[10:12:55] ✅ 1024041 → AUTH OK
[10:12:55] ✅ 1042215 → AUTH OK
[10:12:55] ✅ 6121 → AUTH OK
[10:12:55] ✅ 1056839 → AUTH OK
[10:12:55] ✅ 5061 → AUTH OK
[10:12:55] ✅ 1027244 → AUTH OK
[10:12:55] ✅ 49852 → AUTH OK
[10:12:55] ✅ 1032344 → AUTH OK
[10:12:55] ✅ 4976 → AUTH OK
[10:12:55] ✅ 1056846 → AUTH OK
[10:12:55] ✅ 38446 → AUTH OK
[10:12:55] ✅ 1059680 → AUTH OK
[10:12:55] ✅ 4124 → AUTH OK
[10:12:55] ✅ 1049288 → AUTH OK
[10:12:55] ✅ 24880 → AUTH OK
[10:12:55] ✅ 1020755 → AUTH OK
[10:12:55] ✅ 1088219 → AUTH OK
[10:12:56] ✅ 1068242 → AUTH OK
[10:12:56] ✅ 39874 → AUTH OK
[10:12:56] ✅ 1009117 → AUTH OK
[10:12:56] ✅ 1025576 → AUTH OK
[10:12:56] ✅ 1009010 → AUTH OK
[10:12:56] ✅ 1021629 → AUTH OK
[10:12:56] ✅ 15526 → AUTH OK
[10:12:56] ✅ 9041 → AUTH OK
[10:12:56] ✅ 4038 → AUTH OK
[10:12:56] ✅ 9100 → AUTH OK
[10:12:56] ✅ 9169 → AUTH OK
[10:12:56] ✅ 9504 → AUTH OK
[10:12:56] ✅ 4890 → AUTH OK
[10:12:56] ✅ 1054742 → AUTH OK
[10:12:56] ✅ 24246 → AUTH OK
[10:12:56] ✅ 9368 → AUTH OK
[10:12:56] ✅ 1036955 → AUTH OK
[10:12:56] ✅ 10255 → AUTH OK
[10:12:56] ✅ 1053536 → AUTH OK
[10:12:56] ✅ 1004635 → AUTH OK
[10:12:56] ✅ 7504 → AUTH OK
[10:12:56] ✅ 1082851 → AUTH OK
[10:12:56] ✅ 56144 → AUTH OK
[10:12:56] ✅ 1028879 → AUTH OK
[10:12:56] ✅ 1036114 → AUTH OK
[10:12:56] ✅ 1013355 → AUTH OK
[10:12:56] ✅ 1012136 → AUTH OK
[10:12:56] ✅ 24981 → AUTH OK
[10:12:56] ✅ 4174 → AUTH OK
[10:12:56] ✅ 10270 → AUTH OK
[10:12:56] ✅ 1053155 → AUTH OK
[10:12:56] ✅ 1004634 → AUTH OK
[10:12:56] ✅ 31788 → AUTH OK
[10:12:56] ✅ 1003803 → AUTH OK
[10:12:56] ✅ 1011192 → AUTH OK
[10:12:56] ✅ 7511 → AUTH OK
[10:12:56] ✅ Fetched 8 venues with shows
[10:12:56] ✅ DONE | Shows=32 | Movies=6
[04:57:16] 📍 Loaded 754 district venues
[04:57:16] 🚀 DISTRICT SCRAPER STARTED
[04:57:16] ✅ 1020401 → AUTH OK
[04:57:16] ✅ 1102233 → AUTH OK
[04:57:16] ✅ 1101584 → AUTH OK
[04:57:16] ✅ 1102100 → AUTH OK
[04:57:16] ✅ 1067161 → AUTH OK
[04:57:16] ✅ 1086677 → AUTH OK
[04:57:16] ✅ 1102175 → AUTH OK
[04:57:16] ✅ 61879 → AUTH OK
[04:57:16] ✅ 1068240 → AUTH OK
[04:57:16] ✅ 1102311 → AUTH OK
[04:57:16] ✅ 1096456 → AUTH OK
[04:57:16] ✅ 1102289 → AUTH OK
[04:57:16] ✅ 1101483 → AUTH OK
[04:57:16] ✅ 20856 → AUTH OK
[04:57:16] ✅ 1102103 → AUTH OK
[04:57:16] ✅ 1102096 → AUTH OK
[04:57:16] ✅ 1102215 → AUTH OK
[04:57:16] ✅ 1068270 → AUTH OK
[04:57:16] ✅ 1102183 → AUTH OK
[04:57:16] ✅ 1583 → AUTH OK
[04:57:16] ✅ 1102119 → AUTH OK
[04:57:16] ✅ 1102076 → AUTH OK
[04:57:17] ✅ 1101397 → AUTH OK
[04:57:17] ✅ 1102127 → AUTH OK
[04:57:17] ✅ 1102244 → AUTH OK
[04:57:17] ✅ 51512 → AUTH OK
[04:57:17] ✅ 539 → AUTH OK
[04:57:17] ✅ 4430 → AUTH OK
[04:57:17] ✅ 1101355 → AUTH OK
[04:57:17] ✅ 1100725 → AUTH OK
[04:57:17] ✅ 1096482 → AUTH OK
[04:57:17] ✅ 1102098 → AUTH OK
[04:57:17] ✅ 1082714 → AUTH OK
[04:57:17] ✅ 9508 → AUTH OK
[04:57:17] ✅ 1096734 → AUTH OK
[04:57:17] ✅ 1102304 → AUTH OK
[04:57:17] ✅ 1044502 → AUTH OK
[04:57:17] ✅ 1102097 → AUTH OK
[04:57:17] ✅ 1095290 → AUTH OK
[04:57:17] ✅ 1096475 → AUTH OK
[04:57:17] ✅ 1102280 → AUTH OK
[04:57:17] ✅ 1101450 → AUTH OK
[04:57:17] ✅ 1094756 → AUTH OK
[04:57:17] ✅ 1102094 → AUTH OK
[04:57:17] ✅ 1011906 → AUTH OK
[04:57:17] ✅ 1102186 → AUTH OK
[04:57:17] ✅ 7854 → AUTH OK
[04:57:17] ✅ 1102173 → AUTH OK
[04:57:17] ✅ 1102176 → AUTH OK
[04:57:17] ✅ 1102272 → AUTH OK
[04:57:17] ✅ 9736 → AUTH OK
[04:57:17] ✅ 1096524 → AUTH OK
[04:57:17] ✅ 1102095 → AUTH OK
[04:57:17] ✅ 1102164 → AUTH OK
[04:57:17] ✅ 1101451 → AUTH OK
[04:57:17] ✅ 1101471 → AUTH OK
[04:57:17] ✅ 1102270 → AUTH OK
[04:57:17] ✅ 1102182 → AUTH OK
[04:57:17] ✅ 1102071 → AUTH OK
[04:57:17] ✅ 4222 → AUTH OK
[04:57:17] ✅ 1102256 → AUTH OK
[04:57:17] ✅ 1102090 → AUTH OK
[04:57:17] ✅ 1102181 → AUTH OK
[04:57:17] ✅ 1102082 → AUTH OK
[04:57:17] ✅ 7257 → AUTH OK
[04:57:17] ✅ 1101521 → AUTH OK
[04:57:17] ✅ 1102165 → AUTH OK
[04:57:17] ✅ 1102248 → AUTH OK
[04:57:17] ✅ 1102242 → AUTH OK
[04:57:17] ✅ 1102084 → AUTH OK
[04:57:17] ✅ 1101568 → AUTH OK
[04:57:17] ✅ 1102277 → AUTH OK
[04:57:17] ✅ 1038431 → AUTH OK
[04:57:17] ✅ 1102253 → AUTH OK
[04:57:17] ✅ 1102073 → AUTH OK
[04:57:17] ✅ 1102269 → AUTH OK
[04:57:17] ✅ 1102265 → AUTH OK
[04:57:18] ✅ 1102166 → AUTH OK
[04:57:18] ✅ 1102299 → AUTH OK
[04:57:18] ✅ 1102080 → AUTH OK
[04:57:18] ✅ 1102174 → AUTH OK
[04:57:18] ✅ 1102213 → AUTH OK
[04:57:18] ✅ 1102047 → AUTH OK
[04:57:18] ✅ 1102247 → AUTH OK
[04:57:18] ✅ 1101590 → AUTH OK
[04:57:18] ✅ 1102291 → AUTH OK
[04:57:18] ✅ 1102241 → AUTH OK
[04:57:18] ✅ 1056145 → AUTH OK
[04:57:18] ✅ 1102273 → AUTH OK
[04:57:18] ✅ 1041690 → AUTH OK
[04:57:18] ✅ 28486 → AUTH OK
[04:57:18] ✅ 1102184 → AUTH OK
[04:57:18] ✅ 1102129 → AUTH OK
[04:57:18] ✅ 1102132 → AUTH OK
[04:57:18] ✅ 1102261 → AUTH OK
[04:57:18] ✅ 1101387 → AUTH OK
[04:57:18] ✅ 1102055 → AUTH OK
[04:57:18] ✅ 1031589 → AUTH OK
[04:57:18] ✅ 1102123 → AUTH OK
[04:57:18] ✅ 1031364 → AUTH OK
[04:57:18] ✅ 1102285 → AUTH OK
[04:57:18] ✅ 1060495 → AUTH OK
[04:57:18] ✅ 1102137 → AUTH OK
[04:57:18] ✅ 1042102 → AUTH OK
[04:57:18] ✅ 1102106 → AUTH OK
[04:57:18] ✅ 1102068 → AUTH OK
[04:57:18] ✅ 1101368 → AUTH OK
[04:57:18] ✅ 1101423 → AUTH OK
[04:57:18] ✅ 1691 → AUTH OK
[04:57:18] ✅ 1101388 → AUTH OK
[04:57:18] ✅ 1102125 → AUTH OK
[04:57:18] ✅ 1078022 → AUTH OK
[04:57:18] ✅ 1053154 → AUTH OK
[04:57:18] ✅ 1102147 → AUTH OK
[04:57:18] ✅ 1039880 → AUTH OK
[04:57:18] ✅ 1102284 → AUTH OK
[04:57:18] ✅ 1102258 → AUTH OK
[04:57:18] ✅ 1102168 → AUTH OK
[04:57:18] ✅ 1100831 → AUTH OK
[04:57:18] ✅ 1080585 → AUTH OK
[04:57:18] ✅ 1101217 → AUTH OK
[04:57:18] ✅ 4132 → AUTH OK
[04:57:18] ✅ 1102120 → AUTH OK
[04:57:18] ✅ 1102067 → AUTH OK
[04:57:18] ✅ 20834 → AUTH OK
[04:57:18] ✅ 1078001 → AUTH OK
[04:57:18] ✅ 1041689 → AUTH OK
[04:57:18] ✅ 1101219 → AUTH OK
[04:57:18] ✅ 1037501 → AUTH OK
[04:57:18] ✅ 1102134 → AUTH OK
[04:57:18] ✅ 1102069 → AUTH OK
[04:57:18] ✅ 1102276 → AUTH OK
[04:57:18] ✅ 1101452 → AUTH OK
[04:57:19] ✅ 4911 → AUTH OK
[04:57:19] ✅ 43628 → AUTH OK
[04:57:19] ✅ 1102124 → AUTH OK
[04:57:19] ✅ 1094757 → AUTH OK
[04:57:19] ✅ 1102275 → AUTH OK
[04:57:19] ✅ 14699 → AUTH OK
[04:57:19] ✅ 1102281 → AUTH OK
[04:57:19] ✅ 1011900 → AUTH OK
[04:57:19] ✅ 27047 → AUTH OK
[04:57:19] ✅ 1095009 → AUTH OK
[04:57:19] ✅ 1102294 → AUTH OK
[04:57:19] ✅ 1102236 → AUTH OK
[04:57:19] ✅ 5100 → AUTH OK
[04:57:19] ✅ 1014604 → AUTH OK
[04:57:19] ✅ 1102135 → AUTH OK
[04:57:19] ✅ 14697 → AUTH OK
[04:57:19] ✅ 1020826 → AUTH OK
[04:57:19] ✅ 1102104 → AUTH OK
[04:57:19] ✅ 5172 → AUTH OK
[04:57:19] ✅ 1052124 → AUTH OK
[04:57:19] ✅ 4175 → AUTH OK
[04:57:19] ✅ 1027478 → AUTH OK
[04:57:19] ✅ 1101222 → AUTH OK
[04:57:19] ✅ 1092638 → AUTH OK
[04:57:19] ✅ 1094680 → AUTH OK
[04:57:19] ✅ 1088547 → AUTH OK
[04:57:19] ✅ 1101523 → AUTH OK
[04:57:19] ✅ 1088548 → AUTH OK
[04:57:19] ✅ 1102228 → AUTH OK
[04:57:19] ✅ 1054725 → AUTH OK
[04:57:19] ✅ 27908 → AUTH OK
[04:57:19] ✅ 1102239 → AUTH OK
[04:57:19] ✅ 1102078 → AUTH OK
[04:57:19] ✅ 1092639 → AUTH OK
[04:57:19] ✅ 1102099 → AUTH OK
[04:57:19] ✅ 1039949 → AUTH OK
[04:57:19] ✅ 1102075 → AUTH OK
[04:57:19] ✅ 1102227 → AUTH OK
[04:57:19] ✅ 1054741 → AUTH OK
[04:57:19] ✅ 13772 → AUTH OK
[04:57:19] ✅ 16605 → AUTH OK
[04:57:19] ✅ 1101449 → AUTH OK
[04:57:19] ✅ 11272 → AUTH OK
[04:57:19] ✅ 1060262 → AUTH OK
[04:57:19] ✅ 1102121 → AUTH OK
[04:57:19] ✅ 1031592 → AUTH OK
[04:57:19] ✅ 1102108 → AUTH OK
[04:57:19] ✅ 1102107 → AUTH OK
[04:57:19] ✅ 1102126 → AUTH OK
[04:57:19] ✅ 1102133 → AUTH OK
[04:57:19] ✅ 7686 → AUTH OK
[04:57:19] ✅ 1037507 → AUTH OK
[04:57:19] ✅ 29761 → AUTH OK
[04:57:19] ✅ 4918 → AUTH OK
[04:57:19] ✅ 6081 → AUTH OK
[04:57:20] ✅ 1042632 → AUTH OK
[04:57:20] ✅ 3943 → AUTH OK
[04:57:20] ✅ 4184 → AUTH OK
[04:57:20] ✅ 1102122 → AUTH OK
[04:57:20] ✅ 1101384 → AUTH OK
[04:57:20] ✅ 1102116 → AUTH OK
[04:57:20] ✅ 1042465 → AUTH OK
[04:57:20] ✅ 1049243 → AUTH OK
[04:57:20] ✅ 1078025 → AUTH OK
[04:57:20] ✅ 1044503 → AUTH OK
[04:57:20] ✅ 1041688 → AUTH OK
[04:57:20] ✅ 1040891 → AUTH OK
[04:57:20] ✅ 29998 → AUTH OK
[04:57:20] ✅ 1074151 → AUTH OK
[04:57:20] ✅ 11264 → AUTH OK
[04:57:20] ✅ 1037033 → AUTH OK
[04:57:20] ✅ 1037496 → AUTH OK
[04:57:20] ✅ 1051040 → AUTH OK
[04:57:20] ✅ 1065383 → AUTH OK
[04:57:20] ✅ 50915 → AUTH OK
[04:57:20] ✅ 1030389 → AUTH OK
[04:57:20] ✅ 1093265 → AUTH OK
[04:57:20] ✅ 1024804 → AUTH OK
[04:57:20] ✅ 1039878 → AUTH OK
[04:57:20] ✅ 7714 → AUTH OK
[04:57:20] ✅ 1008705 → AUTH OK
[04:57:20] ✅ 1094334 → AUTH OK
[04:57:20] ✅ 1037228 → AUTH OK
[04:57:20] ✅ 1039847 → AUTH OK
[04:57:20] ✅ 1031638 → AUTH OK
[04:57:20] ✅ 1039860 → AUTH OK
[04:57:20] ✅ 1009194 → AUTH OK
[04:57:20] ✅ 1031636 → AUTH OK
[04:57:20] ✅ 1076602 → AUTH OK
[04:57:20] ✅ 1039846 → AUTH OK
[04:57:20] ✅ 1047659 → AUTH OK
[04:57:20] ✅ 1041672 → AUTH OK
[04:57:20] ✅ 4106 → AUTH OK
[04:57:20] ✅ 2855 → AUTH OK
[04:57:20] ✅ 1041687 → AUTH OK
[04:57:20] ✅ 1024343 → AUTH OK
[04:57:20] ✅ 1096733 → AUTH OK
[04:57:20] ✅ 28206 → AUTH OK
[04:57:20] ✅ 1039875 → AUTH OK
[04:57:20] ✅ 25805 → AUTH OK
[04:57:20] ✅ 1039862 → AUTH OK
[04:57:20] ✅ 9292 → AUTH OK
[04:57:20] ✅ 1001773 → AUTH OK
[04:57:20] ✅ 1097120 → AUTH OK
[04:57:20] ✅ 1089130 → AUTH OK
[04:57:20] ✅ 1036959 → AUTH OK
[04:57:20] ✅ 1018795 → AUTH OK
[04:57:20] ✅ 1088822 → AUTH OK
[04:57:20] ✅ 1040466 → AUTH OK
[04:57:20] ✅ 4097 → AUTH OK
[04:57:20] ✅ 1039864 → AUTH OK
[04:57:21] ✅ 7258 → AUTH OK
[04:57:21] ✅ 1039850 → AUTH OK
[04:57:21] ✅ 1041685 → AUTH OK
[04:57:21] ✅ 9242 → AUTH OK
[04:57:21] ✅ 1039865 → AUTH OK
[04:57:21] ✅ 9365 → AUTH OK
[04:57:21] ✅ 27151 → AUTH OK
[04:57:21] ✅ 1098929 → AUTH OK
[04:57:21] ✅ 36376 → AUTH OK
[04:57:21] ✅ 1039849 → AUTH OK
[04:57:21] ✅ 25803 → AUTH OK
[04:57:21] ✅ 44361 → AUTH OK
[04:57:21] ✅ 1039851 → AUTH OK
[04:57:21] ✅ 4693 → AUTH OK
[04:57:21] ✅ 7543 → AUTH OK
[04:57:21] ✅ 1041449 → AUTH OK
[04:57:21] ✅ 1039848 → AUTH OK
[04:57:21] ✅ 1046654 → AUTH OK
[04:57:21] ✅ 56048 → AUTH OK
[04:57:21] ✅ 13958 → AUTH OK
[04:57:21] ✅ 7813 → AUTH OK
[04:57:21] ✅ 9920 → AUTH OK
[04:57:21] ✅ 7841 → AUTH OK
[04:57:21] ✅ 7301 → AUTH OK
[04:57:21] ✅ 14120 → AUTH OK
[04:57:21] ✅ 1016089 → AUTH OK
[04:57:21] ✅ 4380 → AUTH OK
[04:57:21] ✅ 28968 → AUTH OK
[04:57:21] ✅ 4189 → AUTH OK
[04:57:21] ✅ 1080239 → AUTH OK
[04:57:21] ✅ 1041244 → AUTH OK
[04:57:21] ✅ 1056572 → AUTH OK
[04:57:21] ✅ 27373 → AUTH OK
[04:57:21] ✅ 1018799 → AUTH OK
[04:57:21] ✅ 1022965 → AUTH OK
[04:57:21] ✅ 1041394 → AUTH OK
[04:57:21] ✅ 1030438 → AUTH OK
[04:57:21] ✅ 1075746 → AUTH OK
[04:57:21] ✅ 4171 → AUTH OK
[04:57:21] ✅ 55733 → AUTH OK
[04:57:21] ✅ 60083 → AUTH OK
[04:57:21] ✅ 4178 → AUTH OK
[04:57:21] ✅ 1053400 → AUTH OK
[04:57:21] ✅ 1008456 → AUTH OK
[04:57:21] ✅ 17069 → AUTH OK
[04:57:21] ✅ 1041743 → AUTH OK
[04:57:21] ✅ 60085 → AUTH OK
[04:57:21] ✅ 1016053 → AUTH OK
[04:57:21] ✅ 1018652 → AUTH OK
[04:57:21] ✅ 1008418 → AUTH OK
[04:57:21] ✅ 1037518 → AUTH OK
[04:57:21] ✅ 1037525 → AUTH OK
[04:57:21] ✅ 9487 → AUTH OK
[04:57:22] ✅ 10940 → AUTH OK
[04:57:22] ✅ 1041728 → AUTH OK
[04:57:22] ✅ 1037961 → AUTH OK
[04:57:22] ✅ 1050791 → AUTH OK
[04:57:22] ✅ 24521 → AUTH OK
[04:57:22] ✅ 25804 → AUTH OK
[04:57:22] ✅ 1016133 → AUTH OK
[04:57:22] ✅ 55272 → AUTH OK
[04:57:22] ✅ 1053618 → AUTH OK
[04:57:22] ✅ 1049666 → AUTH OK
[04:57:22] ✅ 1011174 → AUTH OK
[04:57:22] ✅ 5059 → AUTH OK
[04:57:22] ✅ 1030504 → AUTH OK
[04:57:22] ✅ 1042615 → AUTH OK
[04:57:22] ✅ 1042640 → AUTH OK
[04:57:22] ✅ 1037511 → AUTH OK
[04:57:22] ✅ 4248 → AUTH OK
[04:57:22] ✅ 1007054 → AUTH OK
[04:57:22] ✅ 1016088 → AUTH OK
[04:57:22] ✅ 1036962 → AUTH OK
[04:57:22] ✅ 1042635 → AUTH OK
[04:57:22] ✅ 4891 → AUTH OK
[04:57:22] ✅ 3960 → AUTH OK
[04:57:22] ✅ 28925 → AUTH OK
[04:57:22] ✅ 1042453 → AUTH OK
[04:57:22] ✅ 22684 → AUTH OK
[04:57:22] ✅ 1037502 → AUTH OK
[04:57:22] ✅ 3910 → AUTH OK
[04:57:22] ✅ 3981 → AUTH OK
[04:57:22] ✅ 19528 → AUTH OK
[04:57:22] ✅ 14702 → AUTH OK
[04:57:22] ✅ 1041504 → AUTH OK
[04:57:22] ✅ 4028 → AUTH OK
[04:57:22] ✅ 32194 → AUTH OK
[04:57:22] ✅ 1012595 → AUTH OK
[04:57:22] ✅ 4232 → AUTH OK
[04:57:22] ✅ 6044 → AUTH OK
[04:57:22] ✅ 7881 → AUTH OK
[04:57:22] ✅ 4008 → AUTH OK
[04:57:22] ✅ 1037526 → AUTH OK
[04:57:22] ✅ 1067946 → AUTH OK
[04:57:22] ✅ 4067 → AUTH OK
[04:57:22] ✅ 14694 → AUTH OK
[04:57:22] ✅ 7534 → AUTH OK
[04:57:22] ✅ 9135 → AUTH OK
[04:57:22] ✅ 58633 → AUTH OK
[04:57:22] ✅ 25860 → AUTH OK
[04:57:22] ✅ 43348 → AUTH OK
[04:57:22] ✅ 6057 → AUTH OK
[04:57:22] ✅ 1091219 → AUTH OK
[04:57:22] ✅ 10250 → AUTH OK
[04:57:22] ✅ 1050645 → AUTH OK
[04:57:22] ✅ 1005799 → AUTH OK
[04:57:23] ✅ 1018798 → AUTH OK
[04:57:23] ✅ 1020333 → AUTH OK
[04:57:23] ✅ 1037530 → AUTH OK
[04:57:23] ✅ 1005798 → AUTH OK
[04:57:23] ✅ 1089067 → AUTH OK
[04:57:23] ✅ 1092958 → AUTH OK
[04:57:23] ✅ 1034375 → AUTH OK
[04:57:23] ✅ 1034383 → AUTH OK
[04:57:23] ✅ 4608 → AUTH OK
[04:57:23] ✅ 1015289 → AUTH OK
[04:57:23] ✅ 1019166 → AUTH OK
[04:57:23] ✅ 1041725 → AUTH OK
[04:57:23] ✅ 27150 → AUTH OK
[04:57:23] ✅ 1025291 → AUTH OK
[04:57:23] ✅ 1058533 → AUTH OK
[04:57:23] ✅ 1044095 → AUTH OK
[04:57:23] ✅ 1058794 → AUTH OK
[04:57:23] ✅ 1015291 → AUTH OK
[04:57:23] ✅ 1023626 → AUTH OK
[04:57:23] ✅ 1034254 → AUTH OK
[04:57:23] ✅ 27716 → AUTH OK
[04:57:23] ✅ 27715 → AUTH OK
[04:57:23] ✅ 1019593 → AUTH OK
[04:57:23] ✅ 1033632 → AUTH OK
[04:57:23] ✅ 1039768 → AUTH OK
[04:57:23] ✅ 1034186 → AUTH OK
[04:57:23] ✅ 1039751 → AUTH OK
[04:57:23] ✅ 1013208 → AUTH OK
[04:57:23] ✅ 24929 → AUTH OK
[04:57:23] ✅ 7747 → AUTH OK
[04:57:23] ✅ 1016986 → AUTH OK
[04:57:23] ✅ 44966 → AUTH OK
[04:57:23] ✅ 1063761 → AUTH OK
[04:57:23] ✅ 4306 → AUTH OK
[04:57:23] ✅ 1088790 → AUTH OK
[04:57:23] ✅ 28214 → AUTH OK
[04:57:23] ✅ 24351 → AUTH OK
[04:57:23] ✅ 4042 → AUTH OK
[04:57:23] ✅ 1083399 → AUTH OK
[04:57:23] ✅ 496 → AUTH OK
[04:57:23] ✅ 1020288 → AUTH OK
[04:57:23] ✅ 9373 → AUTH OK
[04:57:23] ✅ 4217 → AUTH OK
[04:57:23] ✅ 1037142 → AUTH OK
[04:57:23] ✅ 1037520 → AUTH OK
[04:57:23] ✅ 7752 → AUTH OK
[04:57:23] ✅ 1039424 → AUTH OK
[04:57:23] ✅ 1067686 → AUTH OK
[04:57:23] ✅ 52996 → AUTH OK
[04:57:23] ✅ 1088803 → AUTH OK
[04:57:23] ✅ 31987 → AUTH OK
[04:57:23] ✅ 1036961 → AUTH OK
[04:57:23] ✅ 15527 → AUTH OK
[04:57:23] ✅ 1053939 → AUTH OK
[04:57:23] ✅ 16791 → AUTH OK
[04:57:23] ✅ 26401 → AUTH OK
[04:57:24] ✅ 1041692 → AUTH OK
[04:57:24] ✅ 4332 → AUTH OK
[04:57:24] ✅ 1020190 → AUTH OK
[04:57:24] ✅ 44366 → AUTH OK
[04:57:24] ✅ 509 → AUTH OK
[04:57:24] ✅ 1063452 → AUTH OK
[04:57:24] ✅ 7222 → AUTH OK
[04:57:24] ✅ 1003802 → AUTH OK
[04:57:24] ✅ 1015795 → AUTH OK
[04:57:24] ✅ 9420 → AUTH OK
[04:57:24] ✅ 6093 → AUTH OK
[04:57:24] ✅ 22305 → AUTH OK
[04:57:24] ✅ 5041 → AUTH OK
[04:57:24] ✅ 1003773 → AUTH OK
[04:57:24] ✅ 30524 → AUTH OK
[04:57:24] ✅ 1008409 → AUTH OK
